Integer Column,Float Column,String Column,Bool Column,Datetime Column,Timedelta Column,Option Column,Complex Column
91,21.93402478245894,string83,True,2024-01-08 05:36:23.469928,0d 3h 43m 32s,option3,54.0+61.0i
51,6.878935612573134,string87,True,2024-02-27 05:36:23.469935,8d 20h 14m 24s,option2,175.0+30.0i
4,87.72665794413685,string7,False,2024-03-17 05:36:23.469943,3d 0h 9m 6s,option2,29.0+40.0i
32,91.93609866784465,string75,False,2024-02-29 05:36:23.469951,3d 3h 15m 32s,option3,199.0+3.0i
10,12.891898034184122,string44,False,2023-12-21 05:36:23.469959,6d 12h 28m 53s,option2,10.0+9.0i
11,34.11290040811537,string2,False,2023-12-24 05:36:23.469967,2d 5h 1m 17s,option3,9.0+4.0i
28,18.36183488200914,string74,False,2024-01-19 05:36:23.469975,8d 9h 52m 13s,option1,28.0+24.0i
46,12.473948413762093,string91,True,2024-02-10 05:36:23.469983,0d 9h 24m 4s,option1,28.0+59.0i
72,90.086807557003,string49,False,2024-03-05 05:36:23.469990,7d 5h 39m 20s,option1,27.0+28.0i
40,6.63084865539019,string80,False,2024-02-02 05:36:23.469997,3d 1h 9m 26s,option2,65.0+66.0i
62,98.06808068343167,string18,False,2023-12-29 05:36:23.470005,1d 8h 48m 38s,option3,151.0+32.0i
86,10.548635209041034,string20,False,2024-02-09 05:36:23.470012,5d 12h 6m 32s,option3,147.0+26.0i
98,86.48359427016499,string20,True,2024-02-22 05:36:23.470020,4d 12h 22m 20s,option2,69.0+49.0i
45,57.08410459192711,string66,True,2024-02-01 05:36:23.470027,1d 0h 9m 59s,option3,77.0+51.0i
35,37.423831293969464,string28,False,2024-01-25 05:36:23.470036,4d 3h 41m 8s,option2,129.0+45.0i
35,34.89189528589063,string36,False,2023-12-24 05:36:23.470043,3d 13h 23m 7s,option2,122.0+84.0i
89,75.97905018053316,string10,True,2024-01-17 05:36:23.470051,3d 12h 2m 36s,option2,118.0+55.0i
34,32.14275620542443,string14,True,2024-03-10 05:36:23.470058,7d 7h 59m 57s,option1,160.0+5.0i
6,66.07457274509704,string54,True,2024-02-23 05:36:23.470066,6d 9h 39m 15s,option3,104.0+90.0i
37,52.21528226809193,string71,True,2024-02-26 05:36:23.470074,9d 1h 26m 11s,option3,46.0+93.0i
1,49.01159887064898,string89,True,2024-01-08 05:36:23.470082,0d 11h 1m 57s,option2,22.0+39.0i
76,90.215054894267,string11,True,2024-03-10 05:36:23.470089,8d 1h 44m 23s,option1,152.0+56.0i
35,55.9098608034057,string44,False,2024-02-10 05:36:23.470098,4d 17h 8m 0s,option2,31.0+97.0i
70,82.8592987018208,string6,False,2024-03-08 05:36:23.470105,2d 6h 20m 37s,option2,172.0+16.0i
54,72.83177987604745,string41,False,2024-01-08 05:36:23.470113,6d 10h 48m 22s,option2,29.0+10.0i
81,4.817167359840837,string16,True,2024-02-21 05:36:23.470120,9d 20h 43m 7s,option3,167.0+78.0i
63,77.5378951980365,string15,False,2024-02-13 05:36:23.470128,1d 13h 30m 12s,option3,27.0+68.0i
9,22.470154759013024,string86,False,2023-12-24 05:36:23.470136,5d 21h 5m 16s,option1,108.0+40.0i
62,90.41181503830558,string1,False,2024-01-13 05:36:23.470143,7d 8h 37m 47s,option2,100.0+25.0i
2,5.249494870274369,string36,True,2024-02-13 05:36:23.470150,0d 7h 40m 38s,option2,26.0+74.0i
82,33.97413141295756,string98,True,2023-12-25 05:36:23.470157,0d 0h 9m 15s,option3,25.0+89.0i
36,10.873561776240647,string15,True,2024-01-04 05:36:23.470164,4d 12h 53m 4s,option2,18.0+35.0i
92,48.08332259139953,string7,False,2024-03-15 05:36:23.470173,1d 3h 20m 6s,option1,64.0+59.0i
41,82.18222115110542,string89,True,2024-03-01 05:36:23.470181,9d 16h 4m 46s,option1,22.0+86.0i
37,30.520548606643345,string4,False,2023-12-21 05:36:23.470189,1d 17h 47m 1s,option1,24.0+75.0i
49,15.942554833793118,string69,False,2024-01-16 05:36:23.470197,9d 15h 22m 42s,option2,144.0+38.0i
26,33.69643653399302,string96,False,2024-01-19 05:36:23.470204,6d 17h 3m 19s,option3,95.0+7.0i
68,81.57413405014296,string28,True,2024-02-21 05:36:23.470213,6d 4h 20m 45s,option3,162.0+73.0i
36,14.89801182213534,string68,True,2024-02-04 05:36:23.470221,1d 4h 19m 37s,option2,160.0+30.0i
31,23.50888245867268,string35,False,2023-12-28 05:36:23.470229,4d 0h 17m 17s,option2,127.0+91.0i
30,7.81634448484402,string42,False,2024-02-29 05:36:23.470237,1d 7h 40m 18s,option3,166.0+10.0i
34,70.86529435497116,string14,False,2024-02-06 05:36:23.470245,5d 2h 3m 58s,option1,128.0+54.0i
19,40.128091110097344,string18,False,2024-01-17 05:36:23.470252,0d 23h 35m 25s,option1,82.0+90.0i
18,31.773157737188285,string41,True,2023-12-27 05:36:23.470260,4d 1h 14m 44s,option1,19.0+99.0i
94,72.14401264377405,string75,True,2024-02-05 05:36:23.470267,6d 4h 6m 17s,option1,73.0+75.0i
85,34.26177669168527,string39,False,2024-02-08 05:36:23.470275,8d 1h 16m 2s,option2,129.0+34.0i
3,73.04935604822738,string43,True,2024-01-01 05:36:23.470282,1d 5h 57m 21s,option1,94.0+76.0i
70,81.70474013611704,string68,False,2024-01-07 05:36:23.470291,8d 8h 33m 5s,option3,99.0+82.0i
13,22.548621502316106,string28,True,2024-02-22 05:36:23.470299,0d 21h 0m 43s,option3,76.0+80.0i
45,97.40805098775235,string61,False,2024-02-13 05:36:23.470307,3d 6h 14m 37s,option3,82.0+70.0i
67,17.07343684335401,string16,False,2023-12-30 05:36:23.470314,0d 21h 29m 52s,option3,12.0+3.0i
92,29.793249759017513,string35,False,2024-01-08 05:36:23.470321,2d 5h 3m 42s,option1,122.0+27.0i
86,18.79973379252062,string51,False,2024-03-08 05:36:23.470329,9d 7h 32m 32s,option3,169.0+26.0i
40,35.20505997927711,string45,True,2024-02-09 05:36:23.470336,2d 5h 35m 3s,option1,76.0+13.0i
40,48.52602789425481,string85,True,2024-03-06 05:36:23.470343,2d 17h 34m 34s,option1,85.0+33.0i
76,52.695411031209794,string53,False,2024-02-21 05:36:23.470351,3d 18h 4m 11s,option2,58.0+55.0i
23,85.50699818733094,string26,True,2024-03-01 05:36:23.470359,5d 3h 49m 34s,option3,2.0+54.0i
31,89.05534297277079,string76,False,2023-12-25 05:36:23.470369,3d 8h 41m 14s,option1,20.0+79.0i
18,22.79028221730973,string45,True,2024-01-16 05:36:23.470376,3d 12h 17m 42s,option1,44.0+84.0i
71,62.66650918638949,string82,False,2024-02-23 05:36:23.470384,7d 17h 32m 49s,option3,178.0+37.0i
72,12.038109672572844,string6,True,2024-01-27 05:36:23.470392,8d 2h 48m 22s,option3,35.0+7.0i
19,46.438016158024766,string84,False,2024-03-08 05:36:23.470400,4d 9h 42m 15s,option3,123.0+22.0i
93,32.911020266615196,string72,False,2024-02-04 05:36:23.470407,1d 7h 13m 31s,option3,166.0+83.0i
44,32.33357379990703,string69,False,2024-02-05 05:36:23.470415,3d 17h 3m 58s,option2,81.0+71.0i
84,48.775839929498,string96,False,2024-02-20 05:36:23.470423,9d 19h 28m 18s,option1,112.0+39.0i
50,73.2529359173975,string94,False,2024-02-04 05:36:23.470430,7d 14h 10m 13s,option1,106.0+78.0i
42,7.84908322044656,string92,True,2024-01-15 05:36:23.470438,3d 1h 3m 12s,option3,186.0+21.0i
94,88.03816043105304,string33,True,2024-03-06 05:36:23.470445,8d 19h 10m 6s,option1,2.0+49.0i
47,73.74656368842555,string42,False,2024-01-06 05:36:23.470453,4d 23h 43m 31s,option1,175.0+54.0i
22,18.473439500016955,string83,False,2023-12-17 05:36:23.470460,5d 13h 7m 45s,option2,31.0+34.0i
74,93.97692999964967,string30,True,2024-02-14 05:36:23.470467,2d 18h 15m 46s,option2,72.0+52.0i
90,51.124910178315474,string14,False,2024-02-16 05:36:23.470475,1d 13h 51m 25s,option1,52.0+47.0i
97,99.98104923357957,string10,False,2023-12-22 05:36:23.470482,2d 21h 39m 48s,option2,117.0+95.0i
92,20.528687955773027,string55,False,2024-02-17 05:36:23.470490,6d 11h 44m 38s,option3,86.0+47.0i
74,53.955911639936936,string9,False,2024-02-14 05:36:23.470497,1d 0h 9m 22s,option2,196.0+26.0i
29,29.734556213432914,string26,False,2024-01-11 05:36:23.470505,5d 23h 6m 22s,option2,42.0+87.0i
82,31.11318218153541,string34,True,2024-02-24 05:36:23.470512,7d 1h 55m 55s,option3,194.0+65.0i
59,59.51547270256503,string18,False,2024-01-30 05:36:23.470520,3d 8h 7m 11s,option3,36.0+77.0i
1,92.2501876202125,string48,True,2024-02-06 05:36:23.470528,9d 23h 17m 54s,option2,23.0+62.0i
87,80.72112170233832,string17,False,2024-02-22 05:36:23.470535,8d 0h 11m 36s,option2,190.0+21.0i
64,72.67019845163126,string50,True,2024-03-03 05:36:23.470543,3d 13h 8m 38s,option2,104.0+47.0i
17,56.35820442806852,string63,False,2024-03-15 05:36:23.470550,9d 9h 9m 54s,option2,49.0+93.0i
37,92.30755186307732,string72,True,2024-01-10 05:36:23.470558,4d 4h 59m 39s,option3,78.0+6.0i
95,49.74377926239753,string95,True,2024-02-13 05:36:23.470565,0d 18h 46m 14s,option1,19.0+14.0i
25,87.5093856551371,string81,True,2024-02-04 05:36:23.470573,7d 14h 52m 35s,option1,71.0+95.0i
64,83.56418274378655,string87,False,2024-02-10 05:36:23.470581,0d 3h 10m 32s,option3,70.0+87.0i
68,22.16969933335707,string38,True,2024-03-17 05:36:23.470590,5d 9h 58m 46s,option2,162.0+69.0i
52,77.35132083362511,string10,True,2024-02-22 05:36:23.470597,1d 18h 33m 51s,option2,15.0+63.0i
9,2.2049445373826178,string47,True,2024-01-27 05:36:23.470604,4d 2h 25m 42s,option1,175.0+38.0i
57,32.96012421726066,string13,True,2024-02-08 05:36:23.470612,3d 9h 17m 14s,option1,44.0+71.0i
92,23.72717702450303,string89,True,2024-01-22 05:36:23.470619,1d 22h 52m 24s,option2,41.0+28.0i
94,51.17943289024403,string23,True,2024-03-05 05:36:23.470627,3d 17h 32m 13s,option3,44.0+4.0i
88,73.94846300639777,string57,False,2024-03-02 05:36:23.470634,1d 7h 0m 46s,option3,18.0+48.0i
33,10.669960377324688,string79,True,2024-02-20 05:36:23.470641,8d 20h 43m 41s,option3,177.0+77.0i
20,51.97729799174007,string46,True,2024-02-23 05:36:23.470649,7d 9h 33m 26s,option2,176.0+32.0i
73,93.90279014774418,string34,False,2024-01-21 05:36:23.470657,9d 15h 31m 40s,option2,16.0+82.0i
72,23.636008547311604,string63,True,2023-12-15 05:36:23.470665,8d 17h 36m 17s,option2,12.0+42.0i
88,68.03697326703099,string5,False,2024-03-01 05:36:23.470672,1d 21h 16m 20s,option2,2.0+23.0i
14,59.6951468073346,string70,True,2023-12-26 05:36:23.470680,8d 23h 36m 29s,option1,103.0+56.0i
59,1.9963058699532397,string77,False,2024-02-01 05:36:23.470688,9d 5h 16m 50s,option3,6.0+68.0i
82,48.106793389865054,string42,True,2024-02-13 05:36:23.470695,2d 1h 28m 26s,option1,18.0+50.0i
56,71.16826870316382,string13,True,2024-03-14 05:36:23.470704,9d 1h 26m 8s,option2,113.0+25.0i
65,5.353567770384969,string1,False,2024-01-19 05:36:23.470713,3d 3h 22m 25s,option1,188.0+52.0i
76,88.07262681934928,string70,True,2024-01-06 05:36:23.470720,8d 12h 20m 36s,option1,82.0+86.0i
93,52.48806024693164,string23,True,2024-01-20 05:36:23.470728,5d 12h 52m 55s,option1,59.0+1.0i
37,4.035443784246074,string98,False,2024-02-26 05:36:23.470735,8d 18h 4m 1s,option3,83.0+82.0i
26,23.21694758016318,string50,True,2023-12-20 05:36:23.470743,5d 12h 21m 58s,option2,29.0+16.0i
33,95.41389394630399,string66,True,2024-01-11 05:36:23.470750,1d 8h 56m 44s,option2,101.0+45.0i
43,58.649653572153476,string11,True,2024-01-17 05:36:23.470758,0d 0h 21m 3s,option3,96.0+66.0i
15,11.63978420911165,string71,True,2024-03-07 05:36:23.470766,9d 21h 20m 17s,option3,15.0+33.0i
87,29.46690572577559,string17,True,2024-01-26 05:36:23.470774,1d 11h 18m 57s,option3,49.0+3.0i
29,46.213658960187935,string72,False,2023-12-10 05:36:23.470782,3d 21h 45m 43s,option3,108.0+21.0i
21,3.074056857505316,string28,False,2023-12-20 05:36:23.470790,2d 19h 33m 9s,option2,137.0+18.0i
83,41.749935847762124,string39,False,2024-03-17 05:36:23.470797,7d 9h 51m 59s,option3,55.0+84.0i
69,49.45640490803512,string85,False,2024-01-07 05:36:23.470805,4d 16h 33m 11s,option2,115.0+35.0i
23,25.124109652841987,string42,False,2024-03-04 05:36:23.470812,8d 11h 46m 29s,option3,73.0+88.0i
84,59.27526102890667,string83,False,2024-02-21 05:36:23.470819,1d 15h 14m 30s,option2,87.0+90.0i
8,75.57077183962551,string71,False,2023-12-17 05:36:23.470827,7d 11h 21m 2s,option1,106.0+64.0i
73,24.347588186457912,string39,True,2024-01-30 05:36:23.470835,4d 14h 9m 1s,option1,121.0+48.0i
62,62.42949012771878,string35,False,2024-01-08 05:36:23.470842,8d 3h 17m 1s,option3,15.0+57.0i
14,64.32260205341042,string75,False,2024-02-23 05:36:23.470850,0d 2h 33m 47s,option3,169.0+55.0i
6,94.90548981175526,string41,True,2024-01-26 05:36:23.470858,0d 10h 57m 6s,option2,81.0+39.0i
1,78.04934056234794,string41,False,2024-01-23 05:36:23.470866,5d 10h 6m 41s,option2,26.0+58.0i
9,84.9861817092106,string28,False,2024-02-22 05:36:23.470876,6d 5h 30m 59s,option1,82.0+64.0i
80,49.551570935191236,string95,True,2023-12-31 05:36:23.470883,8d 17h 55m 22s,option2,115.0+38.0i
80,19.3495101109589,string37,True,2024-02-25 05:36:23.470891,3d 15h 38m 46s,option3,194.0+10.0i
54,99.58571400300387,string99,False,2024-03-04 05:36:23.470899,4d 6h 29m 22s,option2,110.0+60.0i
12,13.806220342831262,string60,False,2024-01-11 05:36:23.470906,7d 16h 19m 2s,option1,130.0+25.0i
5,47.674274616072275,string90,True,2024-02-05 05:36:23.470914,3d 7h 12m 51s,option1,166.0+25.0i
40,7.741216824968554,string28,True,2024-03-16 05:36:23.470921,3d 19h 30m 30s,option1,61.0+82.0i
93,94.44123487773113,string57,True,2024-01-19 05:36:23.470928,7d 19h 8m 13s,option2,199.0+79.0i
46,96.52756914399552,string59,True,2024-01-25 05:36:23.470937,6d 6h 2m 42s,option1,38.0+29.0i
27,72.21951713839339,string32,True,2024-03-17 05:36:23.470946,3d 4h 38m 5s,option3,131.0+85.0i
75,35.64929151938672,string49,True,2024-01-20 05:36:23.470953,5d 14h 50m 33s,option3,185.0+80.0i
53,26.18385771064481,string4,True,2024-03-03 05:36:23.470960,8d 12h 28m 21s,option1,30.0+80.0i
50,27.265029129167694,string65,True,2024-03-10 05:36:23.470969,2d 20h 4m 41s,option2,9.0+19.0i
92,13.602108516587398,string38,True,2024-01-29 05:36:23.470977,1d 15h 25m 36s,option3,96.0+73.0i
52,53.05508635459557,string40,False,2024-01-04 05:36:23.470985,6d 2h 19m 42s,option1,188.0+95.0i
19,15.039910294446273,string13,False,2024-01-28 05:36:23.470993,3d 9h 36m 41s,option2,176.0+81.0i
35,32.35633598879217,string85,True,2024-03-13 05:36:23.471001,7d 5h 13m 34s,option1,134.0+45.0i
52,63.043941119951384,string76,False,2024-03-01 05:36:23.471009,0d 0h 28m 12s,option1,87.0+37.0i
31,73.02681734948423,string77,True,2024-03-01 05:36:23.471018,3d 10h 42m 55s,option2,47.0+14.0i
54,3.4029977575840604,string92,True,2024-01-14 05:36:23.471027,9d 19h 49m 59s,option2,114.0+16.0i
59,43.581482453297255,string48,True,2024-03-01 05:36:23.471035,3d 22h 23m 30s,option2,113.0+73.0i
44,65.56033488937176,string58,False,2024-01-10 05:36:23.471044,4d 13h 50m 31s,option2,32.0+90.0i
56,85.47135163969277,string22,True,2024-01-23 05:36:23.471052,0d 18h 1m 15s,option3,46.0+22.0i
19,48.05715343899616,string13,True,2024-03-15 05:36:23.471059,0d 14h 9m 6s,option1,81.0+35.0i
46,96.95138130005084,string18,False,2024-02-14 05:36:23.471067,3d 15h 3m 6s,option2,138.0+10.0i
88,27.29762220660328,string40,False,2024-01-20 05:36:23.471074,6d 15h 29m 21s,option2,94.0+31.0i
66,2.3373619560451693,string32,False,2024-01-07 05:36:23.471086,3d 10h 58m 13s,option1,11.0+36.0i
71,48.89153360547188,string30,False,2023-12-23 05:36:23.471094,9d 4h 59m 29s,option1,121.0+57.0i
54,26.35526570698178,string56,True,2024-02-18 05:36:23.471101,0d 15h 46m 57s,option2,47.0+95.0i
49,82.54804953029377,string66,False,2024-02-24 05:36:23.471109,8d 0h 45m 49s,option3,156.0+54.0i
95,24.044494545930096,string38,True,2024-02-19 05:36:23.471118,4d 0h 12m 44s,option2,69.0+82.0i
60,31.752292610839323,string1,True,2024-01-28 05:36:23.471130,9d 10h 52m 13s,option3,186.0+46.0i
81,79.33151567089212,string24,False,2024-03-13 05:36:23.471143,4d 18h 56m 50s,option3,117.0+11.0i
27,71.79918195051064,string14,False,2024-03-13 05:36:23.471155,1d 5h 23m 37s,option2,173.0+24.0i
36,56.24707242906899,string9,True,2023-12-13 05:36:23.471168,4d 22h 21m 19s,option2,82.0+40.0i
59,70.7898581303532,string85,False,2024-01-11 05:36:23.471180,8d 15h 23m 45s,option3,190.0+55.0i
50,42.44504949343262,string54,False,2023-12-19 05:36:23.471193,0d 21h 40m 54s,option2,104.0+27.0i
74,1.5256947138521122,string83,True,2023-12-14 05:36:23.471206,6d 5h 55m 31s,option1,118.0+58.0i
45,2.1241577227070634,string81,False,2024-01-02 05:36:23.471218,9d 1h 27m 16s,option2,90.0+51.0i
14,51.61095696979498,string14,False,2024-01-03 05:36:23.471231,0d 15h 30m 34s,option2,103.0+92.0i
71,9.245806992180924,string9,True,2024-01-11 05:36:23.471238,5d 8h 16m 38s,option2,24.0+34.0i
39,6.056472536756422,string7,True,2024-01-02 05:36:23.471246,3d 7h 28m 5s,option2,31.0+41.0i
40,96.58614727460986,string28,False,2024-01-01 05:36:23.471254,0d 19h 23m 30s,option1,165.0+92.0i
9,86.0412613261478,string38,False,2023-12-24 05:36:23.471262,4d 14h 38m 40s,option3,122.0+81.0i
14,16.050695493747384,string36,True,2024-03-08 05:36:23.471270,2d 17h 15m 10s,option1,121.0+54.0i
8,1.0657576404302445,string41,False,2024-02-11 05:36:23.471278,2d 8h 27m 51s,option1,154.0+9.0i
81,94.22511174358588,string27,True,2024-01-26 05:36:23.471285,6d 14h 47m 17s,option2,30.0+58.0i
23,28.55420453369132,string95,False,2024-03-11 05:36:23.471294,7d 9h 44m 3s,option2,80.0+65.0i
80,19.403862682694253,string77,False,2024-02-15 05:36:23.471301,0d 21h 25m 24s,option2,180.0+61.0i
90,69.459302675322,string58,True,2024-02-19 05:36:23.471309,7d 15h 21m 29s,option1,56.0+12.0i
9,11.781470145291294,string46,True,2024-03-07 05:36:23.471316,6d 3h 9m 38s,option2,87.0+99.0i
7,27.20031020227723,string81,False,2024-01-29 05:36:23.471324,0d 15h 44m 41s,option2,169.0+97.0i
82,97.5343733409926,string59,False,2024-01-05 05:36:23.471331,5d 17h 58m 41s,option1,183.0+94.0i
72,64.306814672927,string24,False,2023-12-19 05:36:23.471339,3d 16h 19m 18s,option3,197.0+54.0i
85,52.5471013567728,string73,False,2023-12-29 05:36:23.471346,1d 17h 1m 7s,option1,168.0+57.0i
90,40.39394286865883,string81,True,2024-02-20 05:36:23.471658,8d 14h 14m 20s,option2,111.0+74.0i
67,77.675594533536,string19,True,2024-01-08 05:36:23.471672,2d 15h 35m 44s,option3,68.0+75.0i
61,14.954790175845678,string75,False,2023-12-26 05:36:23.471680,8d 7h 31m 1s,option2,128.0+23.0i
17,96.76644240166124,string16,False,2024-01-13 05:36:23.471687,9d 6h 41m 31s,option1,29.0+89.0i
57,86.25117779851288,string89,True,2024-02-10 05:36:23.471695,8d 11h 48m 59s,option3,87.0+5.0i
24,62.14804127435509,string65,True,2024-02-14 05:36:23.471702,3d 11h 49m 47s,option2,85.0+85.0i
25,5.247712849853258,string4,False,2024-02-09 05:36:23.471710,1d 17h 50m 47s,option1,191.0+94.0i
5,70.38470929532603,string91,False,2023-12-26 05:36:23.471717,2d 13h 29m 36s,option2,112.0+53.0i
50,91.4151497476626,string21,True,2023-12-31 05:36:23.471724,2d 10h 42m 26s,option2,143.0+69.0i
88,52.93312968038397,string48,True,2023-12-25 05:36:23.471731,9d 9h 7m 52s,option1,88.0+4.0i
31,36.06825736089902,string63,True,2024-01-11 05:36:23.471738,0d 7h 55m 20s,option3,186.0+51.0i
55,12.907457152967492,string98,True,2024-02-06 05:36:23.471745,1d 10h 28m 6s,option3,135.0+75.0i
26,75.73520930961926,string25,True,2024-03-17 05:36:23.471752,8d 16h 4m 5s,option3,117.0+79.0i
21,88.61716326996881,string83,False,2024-02-08 05:36:23.471759,8d 12h 54m 48s,option1,13.0+19.0i
98,10.92492266350901,string41,False,2024-01-13 05:36:23.471766,0d 14h 12m 55s,option1,192.0+89.0i
58,76.13947092048186,string10,False,2024-03-08 05:36:23.471773,1d 15h 12m 25s,option1,73.0+29.0i
24,2.688988139650653,string73,False,2024-01-15 05:36:23.471780,0d 5h 12m 30s,option2,123.0+23.0i
28,96.73843688964473,string72,False,2024-01-28 05:36:23.471787,8d 17h 28m 52s,option1,185.0+9.0i
30,61.89074404287452,string93,True,2024-03-14 05:36:23.471794,1d 8h 0m 44s,option3,142.0+28.0i
34,55.69146684017168,string42,True,2024-03-12 05:36:23.471801,2d 15h 43m 52s,option2,181.0+51.0i
54,30.29903352530385,string20,True,2023-12-27 05:36:23.471808,0d 13h 25m 41s,option2,16.0+10.0i
52,92.99987548540857,string87,True,2024-02-28 05:36:23.471816,7d 7h 19m 38s,option3,179.0+96.0i
87,27.32465710634231,string68,False,2024-02-01 05:36:23.471823,1d 11h 40m 4s,option3,140.0+94.0i
8,82.9865147084528,string79,False,2024-01-02 05:36:23.471830,5d 19h 28m 33s,option3,74.0+9.0i
10,98.52575925437607,string67,True,2024-01-13 05:36:23.471837,8d 21h 7m 20s,option2,176.0+2.0i
55,78.55626790596577,string88,True,2024-02-08 05:36:23.471844,3d 23h 14m 15s,option3,26.0+78.0i
1,52.38000211825675,string25,False,2024-02-05 05:36:23.471851,4d 11h 36m 30s,option3,55.0+65.0i
84,7.54135212131552,string85,False,2024-02-29 05:36:23.471861,0d 7h 42m 21s,option1,122.0+97.0i
37,47.76896512793623,string36,True,2024-02-02 05:36:23.471868,3d 1h 50m 23s,option2,74.0+97.0i
82,44.38733875019865,string47,False,2024-02-28 05:36:23.471875,0d 14h 27m 52s,option2,179.0+60.0i
21,21.076808077512528,string33,False,2024-01-14 05:36:23.471882,5d 20h 34m 12s,option3,52.0+90.0i
4,42.935176034716136,string35,False,2024-03-11 05:36:23.471889,2d 18h 33m 55s,option3,63.0+65.0i
43,36.41803052395353,string43,False,2023-12-29 05:36:23.471896,1d 9h 44m 7s,option1,115.0+36.0i
66,17.2047418540132,string93,False,2024-01-23 05:36:23.471903,7d 3h 47m 1s,option2,90.0+41.0i
21,44.696040189916125,string38,True,2024-01-17 05:36:23.471910,7d 23h 11m 57s,option2,47.0+63.0i
37,27.017195676124416,string83,True,2024-02-07 05:36:23.471917,7d 10h 8m 14s,option1,30.0+58.0i
69,52.68417964754418,string56,False,2024-03-17 05:36:23.471925,3d 9h 16m 41s,option3,101.0+56.0i
81,4.480845911903224,string36,False,2024-02-09 05:36:23.471932,7d 13h 31m 26s,option2,149.0+55.0i
48,90.71691055894114,string66,True,2024-02-10 05:36:23.471939,5d 5h 5m 13s,option1,121.0+83.0i
11,81.82006624646576,string94,False,2024-03-10 05:36:23.471946,9d 21h 2m 47s,option3,124.0+65.0i
95,55.70555191853995,string21,True,2024-02-01 05:36:23.471953,0d 4h 40m 6s,option2,2.0+23.0i
92,85.32904969296708,string47,True,2024-03-06 05:36:23.471961,1d 21h 54m 39s,option1,176.0+19.0i
44,96.27711230726925,string99,True,2024-03-13 05:36:23.471968,4d 10h 55m 12s,option1,115.0+9.0i
64,11.941707111213395,string92,True,2024-01-07 05:36:23.471975,6d 8h 12m 16s,option3,176.0+22.0i
32,63.452349032570574,string63,False,2024-02-08 05:36:23.471983,3d 22h 24m 5s,option2,175.0+83.0i
21,99.8014060926302,string63,True,2024-02-06 05:36:23.471990,4d 10h 40m 25s,option1,144.0+94.0i
71,98.80102776401908,string79,True,2024-01-15 05:36:23.471997,9d 5h 27m 0s,option3,179.0+8.0i
10,60.728976236783716,string31,False,2024-01-07 05:36:23.472004,1d 2h 9m 14s,option1,152.0+96.0i
61,13.67406617463085,string92,True,2023-12-28 05:36:23.472011,7d 23h 43m 52s,option3,22.0+15.0i
92,58.73609026806229,string52,True,2024-02-12 05:36:23.472018,5d 2h 31m 2s,option1,62.0+26.0i
36,1.2043989218677496,string5,False,2023-12-28 05:36:23.472025,4d 14h 27m 27s,option2,83.0+69.0i
84,20.6922221320191,string69,True,2023-12-12 05:36:23.472032,0d 21h 42m 56s,option2,98.0+64.0i
77,95.65619279643603,string7,False,2024-02-18 05:36:23.472039,5d 17h 8m 8s,option3,71.0+34.0i
19,33.713616687681544,string42,False,2024-02-14 05:36:23.472046,4d 16h 21m 23s,option1,151.0+74.0i
75,64.20062047191792,string4,False,2024-01-28 05:36:23.472053,1d 6h 46m 56s,option3,24.0+88.0i
99,28.805089968592025,string40,False,2024-03-09 05:36:23.472061,8d 23h 29m 31s,option3,96.0+15.0i
98,94.83436682404736,string28,True,2024-02-25 05:36:23.472067,5d 12h 28m 40s,option3,170.0+10.0i
44,73.12731426499919,string14,True,2024-01-27 05:36:23.472075,1d 22h 10m 28s,option1,25.0+68.0i
4,33.63546460055985,string45,True,2024-02-22 05:36:23.472082,0d 10h 37m 21s,option3,6.0+64.0i
13,79.38438069685671,string1,True,2024-03-01 05:36:23.472089,3d 4h 38m 59s,option1,75.0+29.0i
59,11.708386923157427,string75,True,2023-12-23 05:36:23.472096,5d 3h 56m 55s,option3,96.0+23.0i
2,39.839575066480485,string94,False,2024-03-07 05:36:23.472103,7d 10h 56m 31s,option3,106.0+73.0i
1,22.900594645427642,string79,False,2024-02-14 05:36:23.472110,8d 22h 39m 40s,option2,86.0+31.0i
40,68.68891828032858,string1,False,2024-03-09 05:36:23.472117,2d 3h 52m 36s,option2,58.0+95.0i
25,11.142181895421107,string1,False,2024-01-18 05:36:23.472125,4d 4h 49m 18s,option3,93.0+32.0i
59,40.305557395984735,string97,True,2024-01-07 05:36:23.472132,5d 13h 54m 54s,option2,161.0+42.0i
37,28.38832329070977,string12,False,2023-12-18 05:36:23.472139,9d 15h 11m 43s,option3,121.0+29.0i
70,51.127949013056615,string30,False,2023-12-17 05:36:23.472146,2d 21h 0m 58s,option2,69.0+66.0i
7,35.639870369884015,string6,True,2024-02-01 05:36:23.472154,9d 17h 17m 33s,option3,99.0+99.0i
4,70.93464718903408,string70,True,2023-12-19 05:36:23.472161,8d 3h 35m 34s,option2,151.0+71.0i
99,3.4331254063896406,string58,True,2024-02-26 05:36:23.472168,3d 19h 32m 24s,option1,106.0+90.0i
41,63.76470520928484,string31,True,2023-12-24 05:36:23.472175,9d 13h 26m 13s,option3,109.0+84.0i
61,23.826557679688182,string19,False,2023-12-31 05:36:23.472183,4d 10h 24m 48s,option3,138.0+99.0i
34,27.60219384692808,string17,True,2024-02-12 05:36:23.472189,3d 16h 56m 35s,option1,87.0+42.0i
29,80.22530475476883,string82,False,2024-03-13 05:36:23.472197,0d 12h 26m 8s,option1,60.0+57.0i
